ComplaintID,CustomerID,ComplaintDate,ComplaintCategory,Channel,ComplaintText,SentimentLabel,SentimentScore
COMP04297,CUST42900,2024-05-25,Customer Service,Twitter,eSIM activation failed multiple times.,Negative,-0.48
COMP04298,CUST16638,2024-08-19,Customer Service,App,I am being charged incorrectly every month.,Negative,-0.56
COMP04299,CUST32449,2024-08-19,Network,App,Network works fine but could be better.,Neutral,0.12
COMP04300,CUST25991,2024-06-24,Network,Web,Customer support resolved my issue quickly.,Positive,0.47
COMP04301,CUST85585,2025-09-20,Billing,App,Plan is okay compared to others.,Neutral,-0.07
COMP04302,CUST46651,2025-02-03,Coverage,Call,Calls keep dropping frequently.,Negative,-0.91
COMP04303,CUST37093,2024-11-18,Coverage,Web,"Billing is okay, nothing special.",Neutral,-0.07
COMP04304,CUST32387,2024-12-22,Plans,Email,The plan is too expensive for the service provided.,Negative,-0.31
COMP04305,CUST52913,2025-01-08,Coverage,Twitter,Billing was clear and transparent this month.,Positive,0.51
COMP04306,CUST35861,2025-03-30,Portability,Call,"Billing is okay, nothing special.",Neutral,-0.01
COMP04307,CUST13795,2025-07-04,Customer Service,Email,Calls keep dropping frequently.,Negative,-0.65
COMP04308,CUST56218,2024-11-05,Plans,App,The plan is too expensive for the service provided.,Negative,-0.43
COMP04309,CUST44330,2024-10-17,Coverage,Email,Internet speed is acceptable.,Neutral,0.18
COMP04310,CUST16722,2025-05-05,Activation,Call,Billing was clear and transparent this month.,Positive,0.36
COMP04311,CUST78723,2025-09-17,Speed,App,Internet speed is very good and stable.,Positive,0.87
COMP04312,CUST87743,2024-12-20,Customer Service,Call,Plan is okay compared to others.,Neutral,0.09
COMP04313,CUST55813,2025-03-19,Billing,Twitter,Internet speed is acceptable.,Neutral,0.13
COMP04314,CUST20474,2024-01-03,Portability,App,Calls keep dropping frequently.,Negative,-0.6
COMP04315,CUST68360,2024-12-16,Billing,App,Internet speed is acceptable.,Neutral,0.06
COMP04316,CUST71446,2025-08-29,Plans,Twitter,I am being charged incorrectly every month.,Negative,-0.3
COMP04317,CUST82571,2025-07-03,Coverage,App,Customer service never responds properly.,Negative,-0.33
COMP04318,CUST25433,2024-04-02,Customer Service,Call,The network quality has improved a lot recently.,Positive,0.39
COMP04319,CUST63719,2024-01-23,Speed,Email,"Billing is okay, nothing special.",Neutral,0.07
COMP04320,CUST74751,2024-04-01,Coverage,Call,Billing was clear and transparent this month.,Positive,0.55
COMP04321,CUST86567,2025-08-19,Billing,App,Activation was smooth and hassle free.,Positive,0.74
COMP04322,CUST41684,2024-11-28,Speed,Twitter,The network quality has improved a lot recently.,Positive,0.91
COMP04323,CUST85167,2024-01-09,Network,Web,The network quality has improved a lot recently.,Positive,0.56
COMP04324,CUST69108,2024-05-21,Customer Service,Web,Billing was clear and transparent this month.,Positive,0.49
COMP04325,CUST77890,2024-10-15,Speed,Call,Network is very poor in my area.,Negative,-0.89
COMP04326,CUST15543,2025-05-07,Activation,Web,Internet speed is acceptable.,Neutral,-0.01
COMP04327,CUST63324,2025-09-25,Coverage,Call,Network is very poor in my area.,Negative,-0.35
COMP04328,CUST44731,2025-05-24,Activation,Twitter,eSIM activation failed multiple times.,Negative,-0.55
COMP04329,CUST82029,2025-04-10,Customer Service,App,The network quality has improved a lot recently.,Positive,0.32
COMP04330,CUST90908,2024-09-09,Coverage,Web,Customer service never responds properly.,Negative,-0.43
COMP04331,CUST61447,2024-06-26,Billing,Web,Customer service never responds properly.,Negative,-0.39
COMP04332,CUST55104,2024-08-07,Coverage,Email,Calls keep dropping frequently.,Negative,-0.49
COMP04333,CUST69815,2025-09-01,Customer Service,App,The plan is too expensive for the service provided.,Negative,-0.78
COMP04334,CUST32458,2024-03-12,Customer Service,Web,Plan is okay compared to others.,Neutral,0.18
COMP04335,CUST61149,2025-08-16,Network,Call,The plan is too expensive for the service provided.,Negative,-0.43
COMP04336,CUST20694,2025-01-05,Customer Service,App,Customer service never responds properly.,Negative,-0.33
COMP04337,CUST22513,2025-06-29,Portability,App,The network quality has improved a lot recently.,Positive,0.62
COMP04338,CUST64325,2024-03-26,Activation,Call,Calls keep dropping frequently.,Negative,-0.93
COMP04339,CUST16745,2025-04-14,Portability,Call,Network is very poor in my area.,Negative,-0.46
COMP04340,CUST53485,2024-09-17,Plans,App,Internet speed is acceptable.,Neutral,-0.03
COMP04341,CUST90613,2024-03-08,Plans,App,Customer support resolved my issue quickly.,Positive,0.56
COMP04342,CUST98573,2024-07-24,Speed,Web,Customer support was average.,Neutral,-0.11
COMP04343,CUST31569,2024-01-02,Network,Twitter,Customer support resolved my issue quickly.,Positive,0.6
COMP04344,CUST97464,2024-03-08,Billing,Twitter,Activation took some time.,Neutral,0.04
COMP04345,CUST43339,2025-07-29,Plans,Call,Internet speed is acceptable.,Neutral,-0.15
COMP04346,CUST94669,2024-08-14,Coverage,Call,Internet speed is acceptable.,Neutral,-0.16
COMP04347,CUST97272,2025-07-07,Speed,Web,I am satisfied with the service quality.,Positive,0.34
COMP04348,CUST24231,2024-01-01,Customer Service,Call,Internet speed is very good and stable.,Positive,0.66
COMP04349,CUST18533,2025-04-04,Network,Call,Calls keep dropping frequently.,Negative,-0.63
COMP04350,CUST68342,2024-12-10,Portability,Twitter,eSIM activation failed multiple times.,Negative,-0.98
COMP04351,CUST65975,2024-01-06,Customer Service,Twitter,Internet speed is acceptable.,Neutral,-0.1
COMP04352,CUST14195,2024-12-26,Coverage,Email,The plan is too expensive for the service provided.,Negative,-0.67
COMP04353,CUST91520,2025-02-11,Billing,Call,Network works fine but could be better.,Neutral,-0.13
COMP04354,CUST99650,2025-02-22,Speed,Twitter,Customer support was average.,Neutral,0.01
COMP04355,CUST51758,2025-08-08,Activation,App,Activation was smooth and hassle free.,Positive,0.35
COMP04356,CUST74783,2024-10-25,Activation,Twitter,The plan offers great value for money.,Positive,0.41
COMP04357,CUST81694,2025-07-26,Activation,Email,The network quality has improved a lot recently.,Positive,0.42
COMP04358,CUST65948,2025-04-13,Billing,App,The plan offers great value for money.,Positive,0.71
COMP04359,CUST52670,2024-01-02,Portability,Call,The plan is too expensive for the service provided.,Negative,-0.31
COMP04360,CUST54134,2025-06-09,Customer Service,Call,Network works fine but could be better.,Neutral,0.1
COMP04361,CUST15210,2024-06-08,Coverage,App,Billing was clear and transparent this month.,Positive,0.85
COMP04362,CUST78884,2024-10-26,Activation,Web,Billing was clear and transparent this month.,Positive,0.84
COMP04363,CUST99452,2025-02-06,Plans,Twitter,The plan is too expensive for the service provided.,Negative,-0.58
COMP04364,CUST34782,2025-04-15,Speed,Email,Plan is okay compared to others.,Neutral,-0.15
COMP04365,CUST25204,2024-10-22,Speed,Web,Activation was smooth and hassle free.,Positive,0.74
COMP04366,CUST32506,2025-06-09,Customer Service,Web,eSIM activation failed multiple times.,Negative,-0.59
COMP04367,CUST65581,2025-01-31,Network,App,Activation took some time.,Neutral,-0.13
COMP04368,CUST86401,2025-01-10,Activation,Web,Calls keep dropping frequently.,Negative,-0.73
COMP04369,CUST45228,2024-05-25,Activation,Web,Activation was smooth and hassle free.,Positive,0.54
COMP04370,CUST51423,2024-03-07,Activation,App,The plan offers great value for money.,Positive,0.6
COMP04371,CUST73775,2024-05-24,Network,Email,"Billing is okay, nothing special.",Neutral,0.05
COMP04372,CUST69884,2024-08-09,Customer Service,Web,Internet speed is acceptable.,Neutral,0.1
COMP04373,CUST77685,2024-04-03,Portability,Web,Internet speed is extremely slow.,Negative,-0.36
COMP04374,CUST40687,2024-06-10,Activation,Web,Calls keep dropping frequently.,Negative,-0.96
COMP04375,CUST33193,2025-07-24,Plans,Web,Billing was clear and transparent this month.,Positive,0.71
COMP04376,CUST46483,2025-02-07,Activation,Call,Network is very poor in my area.,Negative,-0.99
COMP04377,CUST91959,2024-09-03,Portability,Email,Activation took some time.,Neutral,0.02
COMP04378,CUST21112,2024-11-06,Portability,Call,Service is neither good nor bad.,Neutral,-0.09
COMP04379,CUST37394,2024-10-20,Plans,App,Network works fine but could be better.,Neutral,0.07
COMP04380,CUST97035,2025-08-16,Portability,App,Customer support resolved my issue quickly.,Positive,0.75
COMP04381,CUST47126,2024-02-17,Plans,Twitter,Customer support was average.,Neutral,-0.01
COMP04382,CUST34976,2025-07-18,Speed,Call,Customer service never responds properly.,Negative,-0.44
COMP04383,CUST77794,2024-02-23,Network,App,I am being charged incorrectly every month.,Negative,-0.63
COMP04384,CUST48192,2025-04-26,Activation,Email,Customer service never responds properly.,Negative,-0.75
COMP04385,CUST24755,2024-05-01,Customer Service,Twitter,The network quality has improved a lot recently.,Positive,0.3
COMP04386,CUST89060,2024-06-09,Portability,Email,Billing was clear and transparent this month.,Positive,0.55
COMP04387,CUST11279,2024-03-26,Coverage,Email,Internet speed is very good and stable.,Positive,0.89
COMP04388,CUST22269,2025-09-24,Portability,Call,Plan is okay compared to others.,Neutral,-0.07
COMP04389,CUST74650,2024-12-14,Coverage,Twitter,I am satisfied with the service quality.,Positive,0.97
COMP04390,CUST72497,2025-05-22,Plans,Twitter,Billing was clear and transparent this month.,Positive,0.72
COMP04391,CUST93546,2025-06-29,Plans,Twitter,I am satisfied with the service quality.,Positive,0.91
COMP04392,CUST47026,2025-06-15,Network,Web,The plan offers great value for money.,Positive,0.57
COMP04393,CUST54226,2025-01-10,Network,App,Billing was clear and transparent this month.,Positive,0.37
COMP04394,CUST90104,2024-03-02,Coverage,App,Network is very poor in my area.,Negative,-0.7
COMP04395,CUST84850,2025-01-16,Coverage,Web,The network quality has improved a lot recently.,Positive,0.57
COMP04396,CUST13187,2024-03-11,Billing,Web,The network quality has improved a lot recently.,Positive,0.56
COMP04397,CUST42324,2024-02-01,Customer Service,Call,The plan offers great value for money.,Positive,0.32
COMP04398,CUST20472,2024-05-29,Network,Twitter,Network works fine but could be better.,Neutral,0.03
COMP04399,CUST67827,2024-01-15,Activation,Call,Activation was smooth and hassle free.,Positive,0.5
COMP04400,CUST10466,2025-05-04,Activation,App,Activation took some time.,Neutral,-0.11
COMP04401,CUST74813,2025-07-13,Customer Service,Twitter,Activation was smooth and hassle free.,Positive,0.94
COMP04402,CUST65327,2024-03-10,Plans,Twitter,The plan is too expensive for the service provided.,Negative,-0.61
COMP04403,CUST77631,2025-06-15,Coverage,Email,I am being charged incorrectly every month.,Negative,-0.38
COMP04404,CUST74623,2024-05-11,Billing,Web,I am satisfied with the service quality.,Positive,0.99
COMP04405,CUST32008,2024-12-12,Speed,Call,Customer support resolved my issue quickly.,Positive,0.32
COMP04406,CUST23931,2025-08-14,Plans,App,I am satisfied with the service quality.,Positive,0.94
COMP04407,CUST86071,2024-08-14,Plans,Twitter,Network works fine but could be better.,Neutral,0.12
COMP04408,CUST60292,2024-07-12,Billing,Twitter,Customer service never responds properly.,Negative,-0.38
COMP04409,CUST41435,2025-08-23,Coverage,Email,eSIM activation failed multiple times.,Negative,-0.84
COMP04410,CUST30597,2025-06-03,Coverage,Web,Customer support resolved my issue quickly.,Positive,0.38
COMP04411,CUST71130,2024-06-02,Customer Service,Email,Customer service never responds properly.,Negative,-0.35
COMP04412,CUST45827,2024-06-02,Network,Twitter,Activation took some time.,Neutral,-0.01
COMP04413,CUST82136,2024-04-29,Activation,App,"Billing is okay, nothing special.",Neutral,-0.03
COMP04414,CUST68331,2024-03-03,Billing,Twitter,"Billing is okay, nothing special.",Neutral,-0.05
COMP04415,CUST74034,2024-07-19,Coverage,Twitter,Internet speed is extremely slow.,Negative,-0.4
COMP04416,CUST34502,2024-10-21,Plans,Call,Calls keep dropping frequently.,Negative,-0.45
COMP04417,CUST96271,2025-03-27,Customer Service,Email,eSIM activation failed multiple times.,Negative,-0.51
COMP04418,CUST93106,2025-03-08,Coverage,Twitter,Internet speed is very good and stable.,Positive,0.86
COMP04419,CUST65253,2025-01-20,Billing,App,Service is neither good nor bad.,Neutral,0.01
COMP04420,CUST18209,2025-04-18,Activation,Call,Customer support resolved my issue quickly.,Positive,0.65
COMP04421,CUST38850,2024-12-26,Network,Call,Calls keep dropping frequently.,Negative,-0.91
COMP04422,CUST48961,2024-08-31,Speed,Twitter,Activation was smooth and hassle free.,Positive,0.34
COMP04423,CUST57920,2025-01-23,Activation,Email,Activation took some time.,Neutral,-0.16
COMP04424,CUST42647,2024-11-16,Coverage,Web,Service is neither good nor bad.,Neutral,0.17
COMP04425,CUST68388,2025-07-09,Activation,Call,Plan is okay compared to others.,Neutral,-0.14
COMP04426,CUST54376,2024-05-19,Speed,Email,Network works fine but could be better.,Neutral,0.07
COMP04427,CUST40870,2024-12-15,Activation,Twitter,I am satisfied with the service quality.,Positive,0.76
COMP04428,CUST52678,2025-07-30,Billing,Call,Activation took some time.,Neutral,-0.17
COMP04429,CUST58543,2024-10-09,Speed,Email,Billing was clear and transparent this month.,Positive,0.64
COMP04430,CUST90079,2025-03-19,Activation,Call,Network works fine but could be better.,Neutral,-0.1
COMP04431,CUST80022,2024-02-26,Billing,Web,eSIM activation failed multiple times.,Negative,-0.34
COMP04432,CUST61176,2024-08-06,Coverage,Twitter,Activation took some time.,Neutral,0.08
COMP04433,CUST39199,2024-11-30,Portability,App,I am satisfied with the service quality.,Positive,0.57
COMP04434,CUST12365,2024-01-19,Customer Service,Web,Calls keep dropping frequently.,Negative,-0.36
COMP04435,CUST98923,2024-04-16,Network,Call,Network is very poor in my area.,Negative,-0.79
COMP04436,CUST29291,2024-01-27,Network,Call,Network is very poor in my area.,Negative,-0.43
COMP04437,CUST92726,2024-01-27,Activation,Web,Network is very poor in my area.,Negative,-0.57
COMP04438,CUST75629,2024-01-07,Portability,Call,Internet speed is very good and stable.,Positive,0.67
COMP04439,CUST23636,2024-04-30,Network,Web,Internet speed is acceptable.,Neutral,-0.19
COMP04440,CUST65296,2025-09-15,Coverage,Call,Customer support was average.,Neutral,-0.2
COMP04441,CUST98818,2025-03-25,Network,Email,I am being charged incorrectly every month.,Negative,-0.97
COMP04442,CUST18359,2025-05-19,Activation,Web,Calls keep dropping frequently.,Negative,-0.84
COMP04443,CUST63527,2024-04-09,Activation,App,Network is very poor in my area.,Negative,-0.85
COMP04444,CUST97150,2024-07-02,Coverage,Twitter,I am being charged incorrectly every month.,Negative,-0.76
COMP04445,CUST27462,2025-05-09,Plans,Web,The plan is too expensive for the service provided.,Negative,-0.85
COMP04446,CUST29351,2024-11-26,Portability,Email,"Billing is okay, nothing special.",Neutral,-0.07
COMP04447,CUST54240,2025-04-29,Activation,Call,Billing was clear and transparent this month.,Positive,0.43
COMP04448,CUST96528,2025-07-14,Activation,Email,Customer support was average.,Neutral,-0.03
COMP04449,CUST85217,2024-10-04,Billing,Twitter,I am satisfied with the service quality.,Positive,0.77
COMP04450,CUST76659,2024-04-13,Speed,App,The network quality has improved a lot recently.,Positive,0.82
COMP04451,CUST77476,2024-01-12,Network,Email,Customer support was average.,Neutral,-0.03
COMP04452,CUST53552,2024-01-04,Customer Service,Email,The network quality has improved a lot recently.,Positive,0.81
COMP04453,CUST25968,2025-06-06,Speed,Web,Internet speed is extremely slow.,Negative,-0.86
COMP04454,CUST98427,2024-01-31,Network,Twitter,eSIM activation failed multiple times.,Negative,-0.65
COMP04455,CUST15266,2025-03-10,Plans,Email,The network quality has improved a lot recently.,Positive,0.92
COMP04456,CUST90477,2024-07-16,Activation,App,Customer service never responds properly.,Negative,-0.63
COMP04457,CUST73856,2025-03-06,Activation,Twitter,Internet speed is very good and stable.,Positive,0.57
COMP04458,CUST26176,2024-04-06,Activation,Email,I am satisfied with the service quality.,Positive,0.83
COMP04459,CUST82792,2024-07-04,Coverage,Email,I am satisfied with the service quality.,Positive,0.62
COMP04460,CUST18152,2025-06-24,Speed,App,Plan is okay compared to others.,Neutral,0.03
COMP04461,CUST81167,2024-05-19,Plans,App,Internet speed is very good and stable.,Positive,0.6
